Code,Legal Name,Business Name,Status,ABN,ACN,RTO Type,Web Address,Registration Manager,Legal Authority,Initial Registration Date,Start Date,End Date,Address,Chief Executive Contact Name,Chief Executive Emails,Chief Executive Title,Chief Executive Phone,Public Enquiries Contact Name,Public Enquiries Contact Title,Public Enquiries Email,Public Enquiries Phone,Registration Enquiries Contact Name,Registration Enquiries Title,Registration Enquiries Email,Registration Enquiries Phone,Qualifications,Courses
41031,IONA COLUMBA COLLEGE PTY LTD,IONA COLUMBA COLLEGE,Current,35156395112.0,156395112.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.iona.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,02/10/2014,02/10/2019,01/10/2026,"15-17 Blaxland Rd, RHODES, NSW, 2138",Reverend Sang Taek Lee,info@iona.edu.au,0404596767,0297363986,Mr Martin Kim,Administrator,info@iona.edu.au,0433508743,Reverend Sang Taek Lee,CEO/Principal,info@iona.edu.au,0297363986,,
41033,Newcastle Rescue & Consultancy Pty Ltd,,Current,16154146077.0,154146077.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.newcastlerescue.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,09/10/2014,09/10/2019,08/10/2026,"Unit 1 6 Pippita Cl, 6 Pippita Close, BERESFIELD, NSW, 2322",Mr John Owen,training@newcastlerescue.com.au,0422819700,1300356686,Mr John Owen,CEO,compliance@newcastlerescue.com.au,1300356686,Mr John Owen,CEO,training@newcastlerescue.com.au,1300356686,,
41035,EVOLVE COLLEGE PTY LTD,,Current,15161781586.0,161781586.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.evolvecollege.com,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,06/10/2014,06/10/2019,05/10/2026,"Level 2 15 Blue St, NORTH SYDNEY, NSW, 2060",Mr. Robert Wild,dean.of.college@evolvecollege.com,,1300880885,Mr. Robert Wild,Dean of College,evolve@evolvecollege.com,1300880885,Mr. Robert Wild,Dean of College,dean.of.college@evolvecollege.com,1300880885,,
41036,Realtime Education & Training Services Pty Ltd,Australian College of Professional Studies,Current,73164704241.0,164704241.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.acpstudies.edu.au/,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,09/10/2014,09/10/2019,08/10/2026,"5/41-45 Railway Avenue, Werribee, VIC, 3030",Ms Sannia Azeemi,sannia@acpstudies.edu.au,0422724316,0387141222,Ms Sannia Azeemi,General Enquiries,sannia@acpstudies.edu.au,0387141222,Ms Sannia Azeemi,CEO,sannia@acpstudies.edu.au,0387141222,,
41038,CHARTER AUSTRALIA PTY LTD,Charter Education;Charter Training,Current,21101898739.0,101898739.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,https://www.charter.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,16/10/2014,16/10/2019,15/10/2026,"Suite 301, 53 Walker Street, North Sydney, NSW, 2060",Ms Ming Chen,ming.chen@charter.edu.au,0428133302,0428133302,Ms Haruna Ohue,Business Support Manager,info@charter.edu.au,0299555881,Ms Ming Chen,CEO,ming.chen@charter.edu.au,0428133302,,
41039,LJS CONSTRUCTIONS PTY LTD,Quality Training in Construction,Current,67162520443.0,162520443.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.qualitytraininginconstruction.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,15/10/2014,15/10/2019,14/10/2026,"38 May Maxell Crescent, Gilmore, ACT, 2905",Mrs Barbara Lynne Sheffield,lynne@qualitytraininginconstruction.com.au,0407049899,0407049899,Mrs Barbara Lynne Sheffield,CEO,lynne@qualitytraininginconstruction.com.au,0407049899,Mrs Barbara Lynne Sheffield,CEO,lynne@qualitytraininginconstruction.com.au,0407049899,,
41044,AUSTRALIAN ADULT LEARNING INSTITUTE PTY LTD,Australian Adult Learning Institute Pty Ltd trading as Australian Adult Learning Institute,Current,59160321246.0,160321246.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.aali.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,29/10/2014,29/10/2019,27/10/2026,"3 Zenith Cres, Pacific Pines, QLD, 4211",Mr Kevin Bailey-Smith,kev.bailey-smith@aali.com.au,0413319300,1300735381,Mr Colin Bailey-Smith,National Operations Manager,colin.bailey-smith@aali.com.au,1300735381,Mr Kevin Bailey-Smith,Chief Executive Officer,kev.bailey-smith@aali.com.au,1300735381,,
41047,ARBORLEC PTY LTD,Arbtrack Australia,Current,43137879433.0,137879433.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.arbtrack.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,30/10/2014,30/10/2019,29/10/2026,"Factory 13 17-23 Keppel Dr, HALLAM, VIC, 3803",Mr. Lee Merrifield,lee@arbtrack.com.au,488383780,(03)97075602,,,enquiries@arbtrack.com.au,0397075602,Ms. Hayley Goode,Course Coordinator / Compliance Officer,hayley@arbtrack.com.au,0397075602,,
41052,JODY BECKETT,,Current,99588687944.0,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,13/11/2014,13/11/2019,12/11/2026,"122 Angela Road, Rockyview, QLD, 4701",Mrs JODY BECKETT,jodybeckettbeautytraining@gmail.com,0438792027,0438792027,Mrs JODY BECKETT,Principal Beauty Trainer owner/operator,jodybeckettbeautytraining@gmail.com,0438792027,Mrs JODY BECKETT,Principal Beauty Trainer owner/operator,jodybeckettbeautytraining@gmail.com,0438792027,,
41053,OPTIMISTIC FUTURES PTY. LTD.,Optimistic Futures Pty Ltd,Current,16167604622.0,167604622.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.of.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,10/11/2014,10/11/2019,09/11/2026,"Unit 4 1447-1451 Sydney Rd, CAMPBELLFIELD, VIC, 3061",Mr Mohammad Ayad,mayad49@gmail.com,0425853732,(03)93591084,Mr Mohammad Ayad,Chief Executive Officer,mayad49@gmail.com,(03)93591084,Mr Mohammad Ayad,Chief Executive Officer,mayad49@gmail.com,(03)93591084,,
41056,3Bridges Community Limited,,Current,96039601269.0,607053127.0,Community Based Adult Education Provider,http://www.3bridges.org.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,11/12/2014,11/12/2019,10/12/2026,"1/72 Carwar Ave, Carss Park, NSW, 2221",Mr. Rajeesh Nair,Raj.Nair@3bridges.org.au,0411845289,0285584019,Mr Andrew Chan,Learning and Development Manager,andrew.chan@3bridges.org.au,0451048885,Mr Andrew Chan,Learning & Development Manager,andrew.chan@3bridges.org.au,0451048885,,
41058,XPO Promotions Pty Ltd,MAPLE RIDGE COLLEGE AUSTRALIA,Current,12114120633.0,114120633.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.studyxpo.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,16/12/2014,16/12/2019,10/05/2027,"14 Railway Pde, BURWOOD, NSW, 2134",Mr. Pirapakaran Subramaniam,ceo@mrca.edu.au,0426828170,0283228975,Mr Md Abdullah Al Mamun,VET General Enquiries,admin@studyxpo.com.au,0283228975,Mr Md Abdullah Al Mamun,VET Registration Enquiries,admin@studyxpo.com.au,0283228975,,
41059,PARADIGM TRAINING GROUP PTY LTD,Paradigm Maritime College,Current,64165433643.0,165433643.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.paradigmtraining.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,16/12/2014,16/12/2019,02/01/2027,"1 Boatworks Dr, COOMERA, QLD, 4209",Mrs. Julianne Zalite,julie@paradigmtraining.edu.au,451816785,1300161640,Mrs. Julianne Zalite,CEO,julie@paradigmtraining.edu.au,1300161640,Mrs. Julianne Zalite,Chief Executive Officer,julie@paradigmtraining.com.au,1300161640,,
41060,Competency and Compliance Solutions Pty Ltd,Competency and Compliance Solutions Pty Ltd,Current,28168494504.0,168494504.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://competencyandcompliancesolutions.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,18/12/2014,18/12/2019,17/12/2026,"102 Lake Eyre Crescent, Parkinson, QLD, 4115",Mr Michael Watson,competencyandcompliance@gmail.com,0407308840,0732734014,Ms Marie Brannigan,General Manager,competencyandcompliance@gmail.com,0732734014,Ms Marie Brannigan,General Manager,competencyandcompliance@gmail.com,0732734014,,
41063,THE FLOWER SCHOOL PTY. LTD.,The Flower School Pty Ltd,Current,40601787026.0,601787026.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.theflowerschool.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,19/12/2014,19/12/2019,18/12/2026,"Unit 9 50 Northlink Pl, VIRGINIA, QLD, 4014",Ms Amanda Meads,info@theflowerschool.com.au,0400390866,0738682939,Ms Amanda Meads,Chief Executive Officer,info@theflowerschool.com.au,0738682939,Ms Amanda Meads,Chief Executive Officer,info@theflowerschool.com.au,0738682939,,
41065,ONSITE TRAINING SOLUTIONS PTY. LTD.,,Current,33600971319.0,600971319.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.onsitetraining.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,23/12/2014,23/12/2019,22/12/2026,"18 Kummara Rd, EDENS LANDING, QLD, 4207",Mr Scott Solomon,admin@onsitetraining.edu.au,0417444665,0417444665,Mr Scott Solomon,Chief Executive Officer,admin@onsitetraining.edu.au,0417444665,Mr Scott Solomon,Chief Executive Officer,admin@onsitetraining.edu.au,0417444665,,
41066,BROADBAND CONNECT PTY LTD,,Current,14168317477.0,168317477.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.broadband-connect.biz,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,23/12/2014,23/12/2019,22/12/2026,"2 Jacaranda Rd, CAPALABA, QLD, 4157",Mr Errol Mervyn Just,errol@broadband-connect.biz,0418730002,0418730002,Mr. Errol Just,Director,errol@broadband-connect.biz,0732084200,Mr Errol Just,CEO,erroljust@hotmail.com,0732084200,,
41067,MAWTA PTY LTD,Learning Live;Men At Work Training & Assessment,Current,71129889783.0,129889783.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,https://live.edu.au/,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,23/12/2014,23/12/2019,22/12/2026,"12 Belah Rd, PORT MACQUARIE, NSW, 2444",Mr. Ross Cargill,ross.cargill@live.edu.au,0400081460,0265814600,Mr. Ross Cargill,CEO,ross.cargill@live.edu.au,0265814600,Mr. Ross Cargill,CEO,ross.cargill@live.edu.au,0265814600,,
41070,MANTRA ACADEMY PTY LTD,AGAE;Australian Global Academy of Education,Current,34169265203.0,169265203.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,https://www.agaeducation.com.au/,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,23/12/2014,23/12/2019,22/12/2026,"Unit 2 1510 Pascoe Vale Rd, COOLAROO, VIC, 3048",Mrs. Guler Ors,guler@agaeducation.com.au,426065650,(03)83133249,Mrs. Guler Ors,Chief Executive Officer,admin@agaeducation.com.au,(03)83133249,Mrs. Guler Ors,Chief Executive Officer,admin@agaeducation.com.au,(03)83133249,,
41072,National Courses Pty Ltd,FOOD & ALCOHOL COURSES;Hospitality Courses Australia;NATIONAL FIRST AID COURSES;NATIONAL ONLINE COURSES;NATIONAL WHITE CARD COURSES,Current,65161255278.0,161255278.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://nationalcourses.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,23/12/2014,23/12/2019,22/12/2026,"Suite 210 283 Alfred St N, NORTH SYDNEY, NSW, 2060",Mr Samuel Bohr,samuel@nationalcourses.edu.au,1300677191,1300677191,Jacqueline Lisa,Aministration,admin@nationalcourses.edu.au,1300677191,Mr Samuel Bohr,Director,samuel@nationalcourses.edu.au,1300677191,,
41078,One Legal Pty Ltd,ONELEGAL TRAINING & RECRUITMENT,Current,84143894277.0,143894277.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.onelegal.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,13/01/2015,13/01/2020,12/01/2027,"32 Jamieson St, DAYLESFORD, VIC, 3460",Ms Janie Thomas,janie@onelegal.com.au,0403860514,0396705020,Ms. Janie Thomas,CEO,admin@onelegal.com.au,(03)96705020,Ms Janie Thomas,Chief Executive Officer,janie@onelegal.com.au,0396705020,,
41079,TUT Training College Pty Ltd,AUSTRALIAN INSTITUTE OF TERTIARY EDUCATION,Current,50166563104.0,166563104.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,16/01/2015,01/04/2024,31/03/2031,"12 Sun Cres, SUNSHINE, VIC, 3020",Mrs Samia Abdella Baho,samiabaho@hotmail.com,0430970621,0396896755,Mrs Samia Abdella Baho,Director,samiabaho@hotmail.com,0396896755,Mrs Samia Abdella Baho,Director,samiabaho@hotmail.com,0396896755,,
41084,WESTBOURNE COLLEGE PTY LTD,Westbourne College Pty Ltd,Current,15167307342.0,167307342.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,https://westbournecollege.edu.au/,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,22/01/2015,22/01/2020,21/01/2027,"20 Menai Rd, WORONORA, NSW, 2232",Mr. Robert Gillespie,robert@westbournecollege.edu.au,414791012,0414791012,Mr. Robert Gillespie,CEO,robert@westbournecollege.edu.au,0414791012,Mr. Robert Gillespie,CEO,robert@westbournecollege.edu.au,0414791012,,
41086,SOUTHERN CROSS TRAINING (INT) PTY LTD,,Current,75151425973.0,151425973.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,https://www.sctraining.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,29/01/2015,29/01/2020,28/01/2027,"4/369 Victoria Street, Wetherill Park, NSW, 2164",Mr Sam Johnson,sam.johnson@scgs.com.au,0424811872,0424811872,Mr Ash Ahmed,RTO Manager,ash.ahmed@scgroup.global,0481831786,Mr Ash Ahmed,RTO Manager,ash.ahmed@scgroup.global,0481831786,,
41089,M.S AVIATION PTY LTD,Australian School Of Commerce,Current,87160483447.0,160483447.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,https://www.asoc.edu.au/,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,09/02/2015,09/02/2020,08/02/2027,"Level 4, 123-129 Lonsdale St, MELBOURNE, VIC, 3000",Mr Sukhdeep Singh,australianschoolofcommerce@gmail.com,,1300781194,Mr Sukhdeep Singh,Chief Executive Officer,australianschoolofcommerce@gmail.com,1300781194,Mr Sukhdeep Singh,Chief Executive Officer,australianschoolofcommerce@gmail.com,1300781194,,
41090,WINDSOR COLLEGE PTY LTD,Smart English Melbourne;Windsor College Australia,Current,93602498055.0,602498055.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://windsorcollege.edu.au/,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,23/02/2015,23/02/2020,22/02/2027,"Level 2 310 King St, MELBOURNE, VIC, 3000",Mrs Sandhya Alladi,ceo@windsorcollege.edu.au,0413191216,0396630272,Mrs Sandhya Alladi,Chief Executive Officer,ceo@windsorcollege.edu.au,0396630272,Mrs Sandhya Alladi,Chief Executive Officer,ceo@windsorcollege.edu.au,0396630272,,
41096,Ashton Lee Pty Ltd as trustee for the Ashton Lee Family Trust,Training & Personnel Australia,Current,56234187541.0,160957979.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.tpaustralia.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,04/03/2015,04/03/2020,03/03/2027,"922-926 Ingham Rd, BOHLE, QLD, 4818",Ms Jasmin Ada Whittle,jasmin@tpaustralia.com.au,0448812161,0747554283,Miss Jasmin Downey,General Manager,jasmin@tpaustralia.com.au,0448812161,Mr. Michael Whittle,Director,michael.whittle@tpaustralia.com.au,747554283,,
41097,BALLISTIC TRAINING SOLUTIONS PTY. LTD.,Ballistic Training Solutions,Current,30156084481.0,156084481.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.ballistic.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,04/03/2015,04/03/2020,03/03/2027,"Unit 7 2-6 Exeter Way, CALOUNDRA WEST, QLD, 4551",Mr Peter Tremain,peter@ballistic.edu.au,0408631336,1300738098,Mrs Hayley Tremain,National Operations Manager,info@ballistictraining.com.au,1300738098,Mrs. Hayley Tremain,National Operations Manager,info@ballistic.edu.au,1300738098,,
